"x1","x2","x3","x4"
11.2299499533942,12.5081374797852,10.5,11.3265305160098
11.3320950275125,12.5166509863991,10.5,11.4326529572906
11.4351595759346,12.524820105683,10.5,11.5387753985714
11.5392334488602,12.5327016809375,19,11.6448978398522
11.6444120497937,12.5403425239295,18.7387755147059,11.7510202811329
11.750797082428,12.5477819524895,18.4775510294118,11.8571427224137
11.8584974009747,12.555053611296,18.2163265441176,11.9632651636945
11.9676299838425,12.5621868137905,17.9551020588235,12.0693876049753
12.0783210549623,12.5692075571545,17.6938775735294,12.1755100462561
12.1907073826366,12.576139310503,17.4326530882353,12.2816324875369
12.3049377929122,12.5830036443963,17.1714286029412,12.3877549288176
12.4211749436296,12.5898207495063,16.9102041176471,12.4938773700984
12.5395974171849,12.596609879312,16.6489796323529,12.5999998113792
12.6604022055735,12.6033897434465,16.3877551470588,12.5999998113792
12.783807681806,12.6101788732522,16.1265306617647,12.8666664859051
12.9100571791618,12.6169959783621,15.8653061764706,13.133333160431
13.0394233366722,12.6238603122554,15.6040816911765,13.3999998349568
13.1722134196314,12.6307920656039,15.3428572058824,13.6666665094827
13.3087758936366,12.6378128089679,15.0816327205882,13.9333331840085
13.4495086284075,12.6449460114625,14.8204082352941,14.1999998585344
13.5948692468378,12.6522176702689,14.55918375,14.4666665330603
13.7453883363404,12.6596570988289,14.2979592647059,14.7333332075861
13.901686536997,12.667297941821,14.0367347794118,14.999999882112
14.0644969690031,12.6751795170754,13.7755102941176,15.2666665566379
14.2346951521866,12.6833486363593,13.5142858088235,15.5333332311637
14.4133396616763,12.6918621429732,13.2530613235294,15.7999999056896
14.6017285397369,12.7007905519105,12.9918368382353,16.0666665802155
14.8014794707011,12.7102234428099,12.7306123529412,16.3333332547413
15.0146469434692,12.7202777523542,12.4693878676471,16.5999999292672
15.2438991502569,12.7311110993182,12.2081633823529,16.8666666037931
15.492795681603,12.7429443767886,11.9469388970588,17.1333332783189
15.7662445400509,12.7561027239715,11.6857144117647,17.3999999528448
16.0712996868735,12.7710966314518,11.4244899264706,17.6666666273707
16.4186611300783,12.7888028906611,11.1632654411765,17.9333333018965
16.8257915510824,12.8109457411253,10.9020409558824,18.1999999764224
17.3243621297554,12.8418092682021,10.6408164705882,18.4666666509483
17.9822892099395,12.8999998113792,10.3795919852941,18.7333333254741
19,19,10.1183675,19
